Plant_ID,Species,Recorder,Bud_Date,Flower_Date,Notes
F1.SANBIP.1,SANBIP,,,,
F2.AMSMEN.1,AMSMEN,NA,NA,NA,
F2.AVEBAR.1,AVEBAR,JBL,NA,6/7/23,
F2.BROARE.1,BROARE,JBL,NA,3/24/23,
F2.BRODIA.1,BRODIA,HR,4/22/23,5/15/23,
F2.BROMAD.1,BROMAD,AS,4/3/23,4/22/23,
F2.CAUCOU.1,CAUCOU,,,,
F2.EROCIC.1,EROCIC,JBL,4/1/23,4/3/23,
F2.ESCCAL.1,ESCCAL,,,,
F2.LUPMIC.1,LUPMIC,,,,
F2.LUPSUC.1,LUPSUC,JBL,NA,4/22/23,
F2.MIRMUL.1,MIRMUL,,,,
F2.PHATAN.1,PHATAN,,,,
F3.AVEBAR.1,AVEBAR,,,,
F3.BRODIA.1,BRODIA,JBL,4/22/23,5/15/23,
F3.BROHOR.1,BROHOR,HR,NA,5/16/23,
F3.CLAPUR.1,CLAPUR,,,,
F3.DAUPUS.1,DAUPUS,AS,5/7/23,6/31/23,"has a ""? after ""inbud"" on envelope"
F3.EROBOT.1,EROBOT,AS,,6/13/23,
F3.GERDIS.1,GERDIS,AS,4/13/23,4/22/23,
F3.LUPBIC.1,LUPBIC,AS,,5/11/23,
F3.MADGRA.1,MADGRA,AS,,5/22/23,
F3.TORARV.1,TORARV,CAM,NA,5/18/23,
F3.TRIHIR.1,TRIHIR,JBL,NA,6/21/23,
F3.VICSAT.1,VICSAT,MH,NA,4/22/23,
F4.AVEBAR.1,AVEBAR,JBL,4/13/23,5/6/23,
F4.BRODIA.1,BRODIA,HR,NA,5/15/23,
F4.BROHOR.1,BROHOR,MH,NA,5/16/23,
F4.BROMAD.1,BROMAD,AS,4/13/23,5/17/23,
F4.CLAPUR.1,CLAPUR,,,,
F4.ELYCAP.1,ELYCAP,CAM,5/10/23,5/26/23,
F4.EROBOT.1,EROBOT,,,,
F4.HOLVIR.1,HOLVIR,,,,
F4.LUPBIC.1,LUPBIC,AS,4/22/23,5/11/23,
F4.MICCAL.1,MICCAL,JBL,NA,NA,Not present
F4.PLAERE.1,PLAERE,CAM,4/1/23,5/11/23,
F4.TRIHIR.1,TRIHIR,JBL,NA,5/19/23,
F5.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
F5.BRODIA.1,BRODIA,JBL,NA,5/15/23,
F5.BROHOR.1,BROHOR,HR,NA,5/16/23,
F5.BROMAD.1,BROMAD,AS,4/13/23,5/17/23,
F5.CLAPUR.1,CLAPUR,,,,
F5.ELYCAP.1,ELYCAP,JBL,NA,5/26/23,
F5.EROBOT.1,EROBOT,,,,
F5.HOLVIR.1,HOLVIR,,,,
F5.LUPBIC.1,LUPBIC,AS,,5/11/23,
F5.MICCAL.1,MICCAL,HR,4/22/23,NA,
F5.PLAERE.1,PLAERE,CAM,4/1/23,4/13/23,
F5.TRIHIR.1,TRIHIR,JBL,NA,5/19/23,
F6.AVEFAT.1,AVEFAT,JBL,5/6/23,6/7/23,
F6.BRODIA.1,BRODIA,JBL,3/30/23,4/13/23,
F6.BROHOR.1,BROHOR,HR,NA,5/16/23,
F6.BROMAD.1,BROMAD,AS,,5/17/23,
F6.CALMEN.1,CALMEN,,,,
F6.CENMEL.1,CENMEL,CAM,NA,5/24/23,
F6.CORFIL.1,CORFIL,,,,
F6.EROCIC.1,EROCIC,JBL,NA,3/30/23,
F6.ESCCAL.1,ESCCAL,,,,
F6.MICCAL.1,MICCAL,HR,4/13/23,4/22/23,
F6.STIPUL.1,STIPUL,,,,
F7.AMSMEN.1,AMSMEN,JBL,NA,NA,
F7.AVEBAR.1,AVEBAR,JBL,NA,4/22/23,
F7.BROARE.1,BROARE,JBL,NA,4/1/23,
F7.BRODIA.1,BRODIA,JBL,NA,5/15/23,
F7.BROMAD.1,BROMAD,AS,4/13/23,4/22/23,
F7.CAUCOU.1,CAUCOU,,,,
F7.EROCIC.1,EROCIC,,,,
F7.ESCCAL.1,ESCCAL,,,,
F7.LUPMIC.1,LUPMIC,JBL,4/13/23,5/11/23,
F7.LUPSUC.1,LUPSUC,,,,
F7.MIRMUL.1,MIRMUL,,,,
F7.PHATAN.1,PHATAN,CAM,NA,NA,
F8.AVEBAR.1,AVEBAR,JBL,NA,6/7/23,
F8.BRODIA.1,BRODIA,HR,4/22/23,5/15/23,
F8.BROHOR.1,BROHOR,MH,NA,5/16/23,
F8.CLAPUR.1,CLAPUR,,,,
F8.DAUPUS.1,DAUPUS,AS,5/7/23,5/31/23,
F8.EROBOT.1,EROBOT,JBL,NA,4/1/23,
F8.EROCIC.1,EROCIC,,,,
F8.GERDIS.1,GERDIS,AS,4/5/23,4/22/23,
F8.LUPBIC.1,LUPBIC,AS,,5/19/23,
F8.MADGRA.1,MADGRA,AS,,6/2/23,
F8.TORARV.1,TORARV,CAM,NA,5/18/23,
F8.TRIHIR.1,TRIHIR,JBL,NA,6/21/23,
F8.VICSAT.1,VICSAT,HR,NA,4/22/23,
G1.AVEBAR.1,AVEBAR,JBL,4/27/23,5/21/23,
G1.BRODIA.1,BRODIA,JBL,NA,5/15/23,
G1.BROHOR.1,BROHOR,HR,NA,5/17/23,
G1.CLAPUR.1,CLAPUR,,,,
G1.DAUPUS.1,DAUPUS,AS,5/7/23,5/31/23,
G1.EROBOT.1,EROBOT,,,,
G1.GERDIS.1,GERDIS,AS,4/12/23,4/27/23,
G1.LUPBIC.1,LUPBIC,AS,,5/11/23,
G1.MADGRA.1,MADGRA,AS,,5/27/23,
G1.TORARV.1,TORARV,CAM,NA,5/18/23,
G1.TRIHIR.1,TRIHIR,,,,
G1.VICSAT.1,VICSAT,MH,NA,4/12/23,
G2.AVEBAR.1,AVEBAR,JBL,NA,4/24/23,
G2.BRODIA.1,BRODIA,,,,
G2.BROHOR.1,BROHOR,MH,4/24/23,5/17/23,
G2.BROMAD.1,BROMAD,AS,,5/17/23,
G2.CLAPUR.1,CLAPUR,,,,
G2.ELYCAP.1,ELYCAP,JBL,5/10/23,5/26/23,
G2.EROBOT.1,EROBOT,,,,
G2.HOLVIR.1,HOLVIR,,,,
G2.LUPBIC.1,LUPBIC,AS,4/3/23,4/12/23,
G2.MICCAL.1,MICCAL,HR,NA,4/24/23,
G2.PLAERE.1,PLAERE,CAM,4/3/23,4/24/23,
G2.TRIHIR.1,TRIHIR,JBL,4/24/23,5/19/23,
G3.AVEFAT.1,AVEFAT,JBL,NA,4/27/23,
G3.AVEFAT.1,AVEFAT,JBL,NA,6/7/23,
G3.BRODIA.1,BRODIA,CAM,4/1/23,4/3/23,
G3.BROHOR.1,BROHOR,HR,NA,5/17/23,
G3.BROMAD.1,BROMAD,AS,,4/12/23,
G3.CALMEN..1,CALMEN,,,,
G3.CENMEL.1,CENMEL,JBL,NA,5/24/23,
G3.CORFIL.1,CORFIL,,,,
G3.EROCIC.1,EROCIC,JBL,NA,3/20/23,
G3.ESCCAL.1,ESCCAL,,,,
G3.MICCAL.1,MICCAL,HR,NA,4/27/23,
G3.STIPUL.1,STIPUL,,,,
G4.AMSMEN.1,AMSMEN,JBL,4/3/23,4/8/23,
G4.AVEBAR.1,AVEBAR,JBL,NA,4/27/23,
G4.BROARE.1,BROARE,JBL,NA,3/20/23,
G4.BRODIA.1,BRODIA,CAM,NA,4/27/23,
G4.BROMAD.1,BROMAD,AS,4/3/23,4/12/23,
G4.CAUCOU.1,CAUCOU,,,,
G4.EROCIC.1,EROCIC,JBL,NA,4/1/23,
G4.ESCCAL.1,ESCCAL,,,,
G4.LUPMIC.1,LUPMIC,,,,
G4.LUPSUC.1,LUPSUC,,,,
G4.MIRMUL.1,MIRMUL,,,,
G4.PHATAN.1,PHATAN,CAM,3/24/23,4/12/23,
G5.AVEBAR.1,AVEBAR,JBL,NA,5/21/23,
G5.BRODIA.1,BRODIA,JBL,4/27/23,5/15/23,
G5.BROHOR.1,BROHOR,MH,4/27/23,5/17/23,
G5.BROMAD.1,BROMAD,AS,4/12/23,4/27/23,
G5.CLAPUR.1,CLAPUR,,,,
G5.DAUPUS.1,DAUPUS,,,,
G5.ELYCAP.1,ELYCAP,CAM,5/10/23,5/26/23,
G5.EROBOT.1,EROBOT,HR,4/1/23,4/3/23,
G5.EROCIC.1,EROCIC,,,,
G5.HOLVIR.1,HOLVIR,,,,
G5.LUPMIC.1,LUPMIC,,,,
G5.MICCAL.1,MICCAL,HR,NA,4/27/23,
G5.PLAERE.1,PLAERE,CAM,4/3/23,4/24/23,
G5.TRIHIR.1,TRIHIR,JBL,4/27/23,5/19/23,
G6.ACMPAR.1,ACMPAR,CAM,NA,4/28/23,
G6.AIRCAR.1,AIRCAR,NA,NA,NA,
G6.BRODIA.1,BRODIA,JBL,NA,5/15/23,
G6.BROHOR.1,BROHOR,MH,NA,5/24/23,
G6.CLAPUR.1,CLAPUR,,,,
G6.DANCAL.1,DANCAL,,,,
G6.DAUPUS.1,DAUPUS,,,,
G6.ESCCAL.1,ESCCAL,,,,
G6.GALPAR.1,GALPAR,AS,,5/18/23,
G6.HYPGLA.1,HYPGLA,HR,4/28/23,5/10/23,
G6.MADGRA.1,MADGRA,,,,
G6.SANBIP.1,SANBIP,,,,
G7.ACMPAR.1,ACMPAR,NA,NA,NA,
G7.AIRCAR.1,AIRCAR,JBL,NA,4/28/23,
G7.BRODIA.1,BRODIA,JBL,NA,5/23/23,
G7.BROHOR.1,BROHOR,MH,NA,5/17/23,
G7.CLAPUR.1,CLAPUR,,,,
G7.DANCAL.1,DANCAL,,,,
G7.DAUPUS.1,DAUPUS,AS,4/28/23,5/7/23,
G7.ESCCAL.1,ESCCAL,,,,
G7.GALPAR.1,GALPAR,AS,,5/18/23,
G7.HYPGLA.1,HYPGLA,HR,4/5/23,4/28/23,
G7.MADGRA.1,MADGRA,JBL,5/28/23,6/2/23,
G7.SANBIP.1,SANBIP,,,,
G8.AVEBAR.1,AVEBAR,JBL,NA,6/7/23,
G8.BRODIA.1,BRODIA,CAM,NA,4/28/23,
G8.BROHOR.1,BROHOR,HR,NA,5/17/23,
G8.CLAPUR.1,CLAPUR,,,,
G8.DAUPUS.1,DAUPUS,AS,,5/31/23,
G8.EROBOT.1,EROBOT,JBL,NA,4/30/23,
G8.GERDIS.1,GERDIS,AS,4/3/23,4/12/23,
G8.LUPBIC.1,LUPBIC,AS,,5/11/23,
G8.MADGRA.1,MADGRA,JBL,NA,5/28/23,
G8.TORARV.1,TORARV,CAM,NA,6/2/23,
G8.TRIHIR.1,TRIHIR,JBL,4/28/23,5/29/23,
G8.VICSAT.1,VICSAT,MH,4/12/23,4/28/23,
H1.AVEFAT.1,AVEFAT,JBL,NA,4/13/23,
H1.BRODIA.1,BRODIA,HR,4/1/23,4/3/23,
H1.BROHOR.1,BROHOR,MH,NA,5/17/23,
H1.BROMAD.1,BROMAD,AS,,4/22/23,
H1.CALMEN.1,CALMEN,,,,
H1.CENMEL.1,CENMEL,JBL,NA,5/24/23,
H1.CORFIL.1,CORFIL,,,,
H1.EROCIC.1,EROCIC,JBL,4/1/23,4/3/23,
H1.ESCCAL.1,ESCCAL,,,,
H1.MICCAL.1,MICCAL,HR,NA,4/22/23,
H1.STIPUL.1,STIPUL,,,,
H2.ACMPAR.1,ACMPAR,NA,NA,NA,
H2.AIRCAR.1,AIRCAR,NA,NA,NA,
H2.BRODIA.1,BRODIA,CAM,NA,5/23/23,
H2.BROHOR.1,BROHOR,HR,NA,5/17/23,
H2.CLAPUR.1,CLAPUR,,,,
H2.DANCAL.1,DANCAL,,,,
H2.DAUPUS.1,DAUPUS,AS,,5/7/23,
H2.ESCCAL.1,ESCCAL,,,,
H2.GALPAR.1,GALPAR,AS,,5/18/23,
H2.HYPGLA.1,HYPGLA,HR,NA,6/1/23,
H2.MADGRA.1,MADGRA,JBL,NA,5/28/23,
H2.SANBIP.1,SANBIP,,,,
H3.AMSMEN.1,AMSMEN,JBL,NA,NA,
H3.AVEBAR.1,AVEBAR,JBL,NA,4/13/23,
H3.BROARE.1,BROARE,JBL,NA,3/24/23,
H3.BRODIA.1,BRODIA,CAM,4/22/23,5/15/23,
H3.BROMAD.1,BROMAD,AS,,4/22/23,
H3.CAUCOU.1,CAUCOU,,,,
H3.EROCIC.1,EROCIC,JBL,NA,5/31/23,
H3.ESCCAL.1,ESCCAL,,,,
H3.LUPMIC.1,LUPMIC,,,,
H3.LUPSUC.1,LUPSUC,,,,
H3.MIRMUL.1,MIRMUL,,,,
H3.PHATAN.1,PHATAN,CAM,4/1/23,NA,
H4.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
H4.AVEFAT.1,AVEFAT,JBL,NA,5/21/23,
H4.BRODIA.1,BRODIA,CAM,NA,5/15/23,
H4.BROHOR.1,BROHOR,MH,NA,5/17/23,
H4.BROMAD.1,BROMAD,AS,4/22/23,5/17/23,
H4.CLAPUR.1,CLAPUR,,,,
H4.ELYCAP.1,ELYCAP,CAM,5/10/23,5/26/23,
H4.EROBOT.1,EROBOT,,,,
H4.HOLVIR.1,HOLVIR,,,,
H4.LUPBIC.1,LUPBIC,AS,,,no fl or bud dates
H4.MICCAL.1,MICCAL,HR,NA,4/22/23,
H4.PLAERE.1,PLAERE,CAM,4/1/23,5/11/23,
H4.TRIHIR.1,TRIHIR,JBL,4/22/23,5/19/23,
H5.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,"two bags, same dates?"
H5.BRODIA.1,BRODIA,CAM,NA,5/15/23,
H5.BROHOR.1,BROHOR,MH,NA,5/17/23,
H5.CLAPUR.1,CLAPUR,,,,
H5.DAUPUS.1,DAUPUS,,,,
H5.EROBOT.1,EROBOT,,,,
H5.GERDIS.1,GERDIS,AS,4/1/23,4/13/23,
H5.LUPBIC.1,LUPBIC,,,,
H5.MADGRA.1,MADGRA,JBL,NA,5/19/23,
H5.TORARV.1,TORARV,CAM,NA,6/2/23,
H5.TRIHIR.1,TRIHIR,,,,
H5.VICSAT.1,VICSAT,MH,NA,NA,
H6.ACMPAR.1,ACMPAR,NA,NA,NA,
H6.AIRCAR.1,AIRCAR,JBL,NA,5/4/23,
H6.BRODIA.1,BRODIA,HR,NA,5/23/23,
H6.BROHOR.1,BROHOR,MH,NA,5/17/23,
H6.CLAPUR.1,CLAPUR,,,,
H6.DANCAL.1,DANCAL,,,,
H6.DAUPUS.1,DAUPUS,AS,5/7/23,5/31/23,
H6.ESCCAL.1,ESCCAL,,,,
H6.GALPAR.1,GALPAR,AS,,5/18/23,
H6.HYPGLA.1,HYPGLA,HR,4/13/23,4/22/23,
H6.MADGRA.1,MADGRA,AS,,5/28/23,
H6.SANBIP.1,SANBIP,,,,
H7.AVEBAR.1,AVEBAR,JBL,4/13/23,5/6/23,
H7.BRODIA.1,BRODIA,CAM,NA,5/15/23,
H7.BROHOR.1,BROHOR,MH,NA,5/17/23,
H7.BROMAD.1,BROMAD,AS,4/22/23,5/17/23,
H7.CLAPUR.1,CLAPUR,,,,
H7.ELYCAP.1,ELYCAP,CAM,NA,5/26/23,
H7.EROBOT.1,EROBOT,HR,NA,4/22/23,
H7.HOLVIR.1,HOLVIR,,,,
H7.LUPBIC.1,LUPBIC,,,,
H7.MICCAL.1,MICCAL,HR,NA,NA,No flowering date recorded
H7.PLAERE.1,PLAERE,CAM,4/13/23,4/22/23,
H7.TRIHIR.1,TRIHIR,,,,
H8.AVEFAT.1,AVEFAT,JBL,NA,5/6/23,
H8.BRODIA.1,BRODIA,JBL,3/30/23,4/8/23,
H8.BROHOR.1,BROHOR,MH,4/13/23,4/22/23,
H8.BROMAD.1,BROMAD,AS,,4/13/23,
H8.CALMEN.1,CALMEN,,,,
H8.CENMEL.1,CENMEL,JBL,NA,5/24/23,
H8.CORFIL.1,CORFIL,,,,
H8.EROCIC.1,EROCIC,,,,
H8.ESCCAL.1,ESCCAL,,,,
H8.MICCAL.1,MICCAL,HR,NA,4/22/23,
H8.STIPUL.1,STIPUL,,,,
I1.AVEBAR.1,AVEBAR,JBL,NA,4/24/23,
I1.BRODIA.1,BRODIA,HR,4/24/23,5/15/23,
I1.BROHOR.1,BROHOR,MH,4/24/23,5/17/23,
I1.CLAPUR.1,CLAPUR,,,,
I1.DAUPUS.1,DAUPUS,AS,,5/7/23,
I1.EROBOT.1,EROBOT,,,,
I1.GERDIS.1,GERDIS,AS,,4/3/23,
I1.LUPBIC.1,LUPBIC,AS,4/24/23,5/11/23,
I1.MADGRA.1,MADGRA,JBL,4/24/23,NA,bud date said 2024 but i assume that's a mimstake
I1.TORARV.1,TORARV,CAM,NA,5/18/23,
I1.TRIHIR.1,TRIHIR,,,,
I1.VICSAT.1,VICSAT,JBL,NA,4/24/23,not present (3/3/2025)
I2.AVEFAT.1,AVEFAT,JBL,4/8/23,4/12/23,
I2.BRODIA.1,BRODIA,CAM,3/24/23,4/1/23,
I2.BROHOR.1,BROHOR,MH,NA,4/24/23,
I2.BROMAD.1,BROMAD,AS,,4/12/23,
I2.CALMEN.1,CALMEN,JBL,3/30/23,4/3/23,
I2.CENMEL.1,CENMEL,JBL,NA,5/24/23,
I2.CORFIL.1,CORFIL,,,,
I2.EROCIC.1,EROCIC,JBL,NA,5/10/23,another bag earlier labeled 5/31
I2.ESCCAL.1,ESCCAL,,,,
I2.MICCAL.1,MICCAL,HR,NA,4/24/23,
I2.STIPUL.1,STIPUL,,,,
I3.AMSMEN.1,AMSMEN,JBL,3/30/23,4/3/23,
I3.AVEBAR.1,AVEBAR,,,,
I3.BROARE.1,BROARE,JBL,NA,3/13/23,
I3.BRODIA.1,BRODIA,,,,
I3.BROMAD.1,BROMAD,AS,3/24/23,4/1/23,
I3.CAUCOU.1,CAUCOU,,,,
I3.EROCIC.1,EROCIC,JBL,NA,3/13/23,
I3.ESCCAL.1,ESCCAL,,,,
I3.LUPMIC.1,LUPMIC,,,,
I3.LUPSUC.1,LUPSUC,,,,
I3.MIRMUL.1,MIRMUL,,,,
I3.PHATAN.1,PHATAN,CAM,3/20/23,4/3/23,
I4.AVEBAR.1,AVEBAR,JBL,NA,5/21/23,
I4.BRODIA.1,BRODIA,,,,
I4.BROHOR.1,BROHOR,MH,NA,4/24/23,
I4.CLAPUR.1,CLAPUR,,,,
I4.DAUPUS.1,DAUPUS,,,,
I4.EROBOT.1,EROBOT,,,,
I4.GERDIS.1,GERDIS,,,,
I4.LUPBIC.1,LUPBIC,,,,
I4.MADGRA.1,MADGRA,JBL,4/24/23,5/21/23,
I4.TORARV.1,TORARV,,,,
I4.TRIHIR.1,TRIHIR,,,,
I4.VICSAT.1,VICSAT,HR,NA,4/24/23,
I5.ACMPAR.1,ACMPAR,NA,NA,NA,
I5.AIRCAR.1,AIRCAR,JBL,NA,5/4/23,
I5.BRODIA.1,BRODIA,CAM,NA,5/15/23,
I5.BROHOR.1,BROHOR,MH,NA,5/17/23,
I5.CLAPUR.1,CLAPUR,,,,
I5.DANCAL.1,DANCAL,,,,
I5.DAUPUS.1,DAUPUS,,,,
I5.ESCCAL.1,ESCCAL,,,,
I5.GALPAR.1,GALPAR,AS,5/18/23,5/31/23,
I5.HYPGLA.1,HYPGLA,,,,
I5.MADGRA.1,MADGRA,HR,NA,5/22/23,
I5.SANBIP.1,SANBIP,,,,
I6.ACMPAR.1,ACMPAR,NA,NA,NA,
I6.AIRCAR.1,AIRCAR,JBL,NA,5/4/23,
I6.BRODIA.1,BRODIA,CAM,NA,5/15/23,
I6.BROHOR.1,BROHOR,MH,NA,5/17/23,
I6.CLAPUR.1,CLAPUR,,,,
I6.DANCAL.1,DANCAL,,,,
I6.DAUPUS.1,DAUPUS,,,,
I6.ESCCAL.1-I5,ESCCAL,,,,
I6.GALPAR.1,GALPAR,AS,4/12/23,4/24/23,
I6.HYPGLA.1,HYPGLA,,,,
I6.MADGRA.1,MADGRA,JBL,NA,5/22/23,
I6.SANBIP.1,SANBIP,,,,
I7.AVEBAR.1,AVEBAR,JBL,4/12/23,5/6/23,
I7.BRODIA.1,BRODIA,JBL,NA,5/15/23,
I7.BROHOR.1,BROHOR,HR,NA,5/17/23,
I7.BROMAD.1,BROMAD,AS,,5/17/23,
I7.CLAPUR.1,CLAPUR,,,,
I7.ELYCAP.1,ELYCAP,JBL,5/10/23,5/26/23,
I7.EROBOT.1,EROBOT,,,,
I7.HOLVIR.1,HOLVIR,,,,
I7.LUPBIC.1,LUPBIC,AS,4/12/23,4/24/23,
I7.MICCAL.1,MICCAL,HR,NA,4/24/23,
I7.PLAERE.1,PLAERE,CAM,4/1/23,5/11/23,
I7.TRIHIR.1,TRIHIR,,,,
I8.ACMPAR.1,ACMPAR,NA,NA,NA,
I8.AIRCAR.1,AIRCAR,JBL,NA,5/4/23,
I8.BRODIA.1,BRODIA,HR,NA,4/24/23,"2nd Bag of I8: Bud-NA, FLS-5/15/23"
I8.BROHOR.1,BROHOR,,,,
I8.CLAPUR.1,CLAPUR,,,,
I8.DANCAL.1,DANCAL,,,,
I8.DAUPUS.1,DAUPUS,AS,5/7/23,5/31/23,
I8.ESCCAL.1,ESCCAL,,,,
I8.GALPAR.1,GALPAR,,,,
I8.HYPGLA.1,HYPGLA,JBL,4/24/23,5/10/23,
I8.MADGRA.1,MADGRA,AS,,5/22/23,
I8.SANBIP.1,SANBIP,,,,
J1.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
J1.BRODIA.1,BRODIA,HR,NA,5/15/23,
J1.BROHOR.1,BROHOR,,,,
J1.CLAPUR.1,CLAPUR,,,,
J1.DAUPUS.1,DAUPUS,AS,,5/7/23,
J1.EROBOT.1,EROBOT,HR,4/1/23,4/13/23,
J1.GERDIS.1,GERDIS,AS,4/1/23,4/8/23,
J1.LUPBIC.1,LUPBIC,AS,,5/11/23,
J1.MADGRA.1,MADGRA,HR,NA,5/22/23,
J1.TORARV.1,TORARV,CAM,NA,5/18/24,
J1.TRIHIR.1,TRIHIR,JBL,NA,5/19/23,
J1.VICSAT.1,VICSAT,MH,NA,4/22/23,
J2.ACMPAR.1,ACMPAR,NA,NA,NA,
J2.AIRCAR.1,AIRCAR,JBL,NA,5/4/23,
J2.BRODIA.1,BRODIA,CAM,NA,5/23/23,
J2.BROHOR.1,BROHOR,MH,NA,5/17/23,
J2.CLAPUR.1,CLAPUR,,,,
J2.DANCAL.1,DANCAL,,,,
J2.DAUPUS.1,DAUPUS,AS,5/7/23,5/31/23,
J2.ESCCAL.1,ESCCAL,,,,
J2.GALPAR.1,GALPAR,AS,,5/18/23,
J2.HYPGLA.1,HYPGLA,HR,4/23/23,5/10/23,
J2.MADGRA.1,MADGRA,HR,NA,5/27/23,
J2.SANBIP.1,SANBIP,,,,
J3.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
J3.BRODIA.1,BRODIA,HR,NA,5/15/23,
J3.BROHOR.1,BROHOR,HR,NA,5/17/23,
J3.BROMAD.1,BROMAD,AS,,4/23/23,
J3.CLAPUR.1,CLAPUR,,,,
J3.ELYCAP.1,ELYCAP,CAM,5/10/23,5/26/23,
J3.EROBOT.1,EROBOT,MH,NA,6/13/23,
J3.HOLVIR.1,HOLVIR,,,,
J3.LUPBIC.1,LUPBIC,AS,4/13/23,4/23/23,
J3.MICCAL.1,MICCAL,HR,NA,NA,No flowering date recorded
J3.PLAERE.1,PLAERE,CAM,4/1/23,5/17/23,
J3.TRIHIR.1,TRIHIR,,,,
J4.AMSMEN.1,AMSMEN,JBL,NA,NA,
J4.AVEBAR.1,AVEBAR,JBL,NA,4/23/23,
J4.BROARE.1,BROARE,JBL,NA,3/13/23,
J4.BRODIA.1,BRODIA,HR,4/23/23,5/15/23,
J4.BROMAD.1,BROMAD,AS,3/30/23,4/3/23,
J4.CAUCOU.1,CAUCOU,,,,
J4.EROCIC.1,EROCIC,JBL,NA,4/1/23,
J4.ESCCAL.1,ESCCAL,,,,
J4.LUPMIC.1,LUPMIC,,,,
J4.LUPSUC.1,LUPSUC,,,,
J4.MIRMUL.1,MIRMUL,,,,
J4.PHATAN.1,PHATAN,CAM,NA,5/1/23,
J5.AVEFAT.1,AVEFAT,JBL,NA,4/23/23,
J5.BRODIA.1,BRODIA,HR,3/30/23,4/8/23,
J5.BROHOR.1,BROHOR,MH,NA,4/23/23,
J5.BROMAD.1,BROMAD,AS,4/13/23,4/23/23,
J5.CALMEN.1,CALMEN,,,,
J5.CENMEL.1,CENMEL,CAM,NA,5/24/23,
J5.CORFIL.1,CORFIL,,,,
J5.EROCIC.1,EROCIC,JBL,NA,3/20/23,
J5.ESCCAL.1,ESCCAL,,,,
J5.MICCAL.1,MICCAL,HR,NA,4/23/23,
J5.STIPUL.1,STIPUL,,,,
J6.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
J6.BRODIA.1,BRODIA,HR,4/23/23,5/15/23,
J6.BROHOR.1,BROHOR,HR,NA,5/17/23,
J6.BROMAD.1,BROMAD,AS,4/13/23,4/23/23,
J6.CLAPUR.1,CLAPUR,,,,
J6.ELYCAP.1,ELYCAP,CAM,,5/26/23,
J6.EROBOT.1,EROBOT,,,,
J6.HOLVIR.1,HOLVIR,,,,
J6.LUPBIC.1,LUPBIC,JBL,NA,NA,
J6.MICCAL.1,MICCAL,HR,NA,4/23/23,
J6.PLAERE.1,PLAERE,CAM,4/8/23,4/23/23,
J6.TRIHIR.1,TRIHIR,JBL,4/13/23,4/23/23,
J7.AMSMEN.1,AMSMEN,JBL,3/20/23,3/24/23,
J7.AVEBAR.1,AVEBAR,JBL,NA,5/6/23,
J7.BROARE.1,BROARE,JBL,NA,3/13/23,
J7.BRODIA.1,BRODIA,CAM,NA,4/25/23,
J7.BROMAD.1,BROMAD,AS,,4/8/23,
J7.CAUCOU.1,CAUCOU,,,,
J7.EROCIC.1,EROCIC,JBL,NA,4/1/23,
J7.ESCCAL.1,ESCCAL,,,,
J7.LUPMIC.1,LUPMIC,AS,,5/11/23,
J7.LUPSUC.1,LUPSUC,,,,
J7.MIRMUL.1,MIRMUL,,,,
J7.PHATAN.1,PHATAN,CAM,3/20/23,4/13/23,
J8.AVEFAT.1,AVEFAT,,,,
J8.BRODIA.1,BRODIA,CAM,3/24/23,3/30/23,
J8.BROHOR.1,BROHOR,HR,4/13/23,4/23/23,
J8.BROMAD.1,BROMAD,AS,,4/23/23,
J8.CALMEN.1,CALMEN,JBL,NA,4/8/23,
J8.CENMEL.1,CENMEL,JBL,NA,5/24/23,
J8.CORFIL.1,CORFIL,,,,
J8.EROCIC.1,EROCIC,JBL,4/8/23,4/13/23,
J8.ESCCAL.1,ESCCAL,,,,
J8.MICCAL.1,MICCAL,HR,NA,4/23/23,
J8.STIPUL.1,STIPUL,,,,
