Site,Date,Plot,Species,% Cover,Notes,
OTL,4/13/25,B8,BRODIA,20,4,
OTL,4/13/25,B8,BROMAD,20,5,
OTL,4/13/25,B8,EROCIC,15,5,
OTL,4/13/25,B8,EPI-1,1,1,
OTL,4/13/25,B8,PHATAN,1,8,
OTL,4/13/25,B8,SALCOL,2,2,
OTL,4/13/25,B8,LACSER,1,1,
OTL,4/13/25,B8,BROARE,3,8,
OTL,4/13/25,F8,Bare,6,,
OTL,4/13/25,F8,Litter,0,,
OTL,4/13/25,F8,AVEBAR,12,4,
OTL,4/13/25,F8,BRODIA,12,2,
OTL,4/13/25,F8,BROHOR,2,5,
OTL,4/13/25,F8,VISCAT,5,5,
OTL,4/13/25,F8,GERDIS,1,5,
OTL,4/13/25,F8,MADGRA,5,1,
OTL,4/13/25,F8,DAUPUS,1,1,
OTL,4/13/25,F8,TORARV,1,1,
OTL,4/13/25,F8,CLAPUR,1,2,
OTL,4/13/25,F8,TRIHIR,2,1,
OTL,4/13/25,F8,EROBOT,1,5,
OTL,4/14/25,G1,Bare,10,,
OTL,4/14/25,G1,Litter,1,,
OTL,4/14/25,G1,AVEBAR,8,3,
OTL,4/14/25,G1,BRODIA,10,3,
OTL,4/14/25,G1,VISCAT,11,5,
OTL,4/14/25,G1,BROHOR,7,5,
OTL,4/14/25,G1,CLAPUR,2,4,
OTL,4/14/25,G1,TORARV,1,1,
OTL,4/14/25,G1,EROBOT,1,5,
OTL,4/14/25,G1,DAUPUS,1,1,
OTL,4/14/25,G1,GERDIS,2,5,
OTL,4/14/25,G1,TRIHIR,1,1,
OTL,4/14/25,G1,MADGRA,2,1,
OTL,4/14/25,G2,Bare,9,,
OTL,4/14/25,G2,Litter,1,,
OTL,4/14/25,G2,AVEBAR,2,4,
OTL,4/14/25,G2,BROMAD,5,5,
OTL,4/14/25,G2,BROHOR,1,5,
OTL,4/14/25,G2,BRODIA,4,2,
OTL,4/14/25,G2,ELYCAP,1,1,
OTL,4/14/25,G2,PLAERE,1,8,
OTL,4/14/25,G2,LUPBIC,20,6,
OTL,4/14/25,G2,HOLVIR,5,1,
OTL,4/14/25,G2,MICCAL,1,5,
OTL,4/14/25,G2,EROBOT,3,5,
OTL,4/14/25,G2,CLAPUR,1,1,
OTL,4/14/25,G2,UNK-CAR,1,1,
OTL,4/14/25,G2,TRIHIR,3,2,
OTL,4/14/25,G2,CENMEL,1,1,
OTL,4/14/25,G2,EPI-1,1,1,
OTL,4/13/25,F4,BROHOR,4,5,
OTL,4/13/25,F4,BROMAD,2,5,
OTL,4/13/25,F4,ELYCAP,4,1,
OTL,4/13/25,F4,PLAERE,7,6,
OTL,4/13/25,F4,CLAPUR,2,1,
OTL,4/13/25,F4,EROBOT,5,5,
OTL,4/13/25,F4,MICCAL,1,4,
OTL,4/13/25,F4,TRIHIR,1,1,
OTL,4/13/25,F5,Bare,20,,
OTL,4/13/25,F5,Litter,0,,
OTL,4/13/25,F5,AVEBAR,11,4,
OTL,4/13/25,F5,BRODIA,11,2,
OTL,4/13/25,F5,BROHOR,3,5,
OTL,4/13/25,F5,BROMAD,2,5,
OTL,4/13/25,F5,ELYCAP,4,1,
OTL,4/13/25,F5,PLAERE,2,5,
OTL,4/13/25,F5,CLAPUR,1,1,
OTL,4/13/25,F5,MICCAL,1,4,
OTL,4/13/25,F5,TRIHIR,2,2,
OTL,4/13/25,F5,EROBOT,1,5,
OTL,4/13/25,F5,LUPBIC,1,6,
OTL,4/13/25,F6,Bare,8,,
OTL,4/13/25,F6,Litter,2,,
OTL,4/13/25,F6,AVEBAR,5,4,
OTL,4/13/25,F6,AVEFAT,3,5,
OTL,4/13/25,F6,CORFIL,4,1,
OTL,4/13/25,F6,BRODIA,11,5,
OTL,4/13/25,F6,BROHOR,3,5,
OTL,4/13/25,F6,BROMAD,1,5,
OTL,4/13/25,F6,STIPUL,2,4,
OTL,4/13/25,F6,MICCAl,1,6,
OTL,4/13/25,F6,CENMEL,2,1,
OTL,4/13/25,F6,UNK-CAR,1,1,
OTL,4/13/25,F6,LACSER,1,1,
OTL,4/13/25,F6,EROCIC,1,5,
OTL,4/13/25,F6,ESCCAL,1,1,
OTL,4/13/25,F7,Bare,75,,
OTL,4/13/25,F7,Litter,0,,
OTL,4/13/25,F7,AVEBAR,8,4,
OTL,4/13/25,F7,BRODIA,3,2,
OTL,4/13/25,F7,BROMAD,2,5,
OTL,4/13/25,F7,AMSMEN,1,7,
OTL,4/13/25,F7,BROARE,2,8,
OTL,4/13/25,F7,UNK-CAR,1,1,
OTL,4/13/25,F7,LACSER,1,1,
OTL,4/14/25,G6,BROHOR,13,3,
OTL,4/14/25,G6,ESCCAL,9,4,
OTL,4/14/25,G6,MADGRA,21,2,
OTL,4/14/25,G6,SANBIP,2,5,
OTL,4/14/25,G6,GALPAR,6,5,
OTL,4/14/25,G6,CLAPUR,1,2,
OTL,4/14/25,G6,HYPGLA,5,2,
OTL,4/14/25,G6,LACSER,1,1,
OTL,4/14/25,G6,DAUPUS,1,0,
OTL,4/14/25,G6,AIRCAR,1,2,
OTL,4/14/25,G7,Bare,4,,
OTL,4/14/25,G7,Litter,0,,
OTL,4/14/25,G7,AVEBAR,3,3,
OTL,4/14/25,G7,BRODIA,4,2,
OTL,4/14/25,G7,BROHOR,10,3,
OTL,4/14/25,G7,AIRCAR,1,2,
OTL,4/14/25,G7,HYPGLA,3,2,
OTL,4/14/25,G7,DAUPUS,3,1,
OTL,4/14/25,G7,MADGRA,8,1,
OTL,4/14/25,G7,GALPAR,12,3,
OTL,4/14/25,G7,ESCCAL,4,4,
OTL,4/14/25,G7,UNK-CAR,2,1,
OTL,4/14/25,G7,DANCAL,1,1,
OTL,4/14/25,G7,CLAPUR,1,1,
OTL,4/14/25,G7,LACSER,1,1,
OTL,4/14/25,G8,Bare,9,,
OTL,4/14/25,G8,Litter,0,,
OTL,4/14/25,G8,AVEBAR,3,4,
OTL,4/14/25,G8,BRODIA,6,3,
OTL,4/14/25,G8,BROHOR,5,3,
OTL,4/14/25,G8,CLAPUR,1,4,
OTL,4/14/25,G8,TRIHIR,1,2,
OTL,4/14/25,G8,VISCAT,4,5,
OTL,4/14/25,G8,TORARV,5,1,
OTL,4/14/25,G8,MADGRA,7,1,
OTL,4/14/25,G8,GERDIS,1,6,
OTL,4/14/25,G8,DAUPUS,1,1,
OTL,4/14/25,G8,UNK-CAR,1,1,
OTL,4/14/25,G8,GALPAR,1,6,
OTL,4/14/25,G8,EROBOT,1,6,
OTL,4/14/25,G3,Bare,31,,
OTL,4/14/25,G3,Litter,5,,
OTL,4/14/25,G3,AVEBAR,1,3,
OTL,4/14/25,G3,BROHOR,3,5,
OTL,4/14/25,G3,BRODIA,5,6,
OTL,4/14/25,G3,BROMAD,2,9,
OTL,4/14/25,G3,STIPUL,6,4,
OTL,4/14/25,G3,CORFIL,6,1,
OTL,4/14/25,G3,MICCAL,1,6,
OTL,4/14/25,G3,CENMEL,1,1,
OTL,4/14/25,G3,LACSER,1,1,
OTL,4/14/25,G3,EPI-1,1,1,
OTL,4/14/25,G3,UNK-CAR,1,1,
OTL,4/14/25,G4,Bare,50,,
OTL,4/14/25,G4,Litter,1,1,
OTL,4/14/25,G4,AVEBAR,7,3,
OTL,4/14/25,G4,BRODIA,4,2,
OTL,4/14/25,G4,BROMAD,3,5,
OTL,4/14/25,G4,BROARE,2,8,
OTL,4/14/25,G4,EROCIC,1,6,
OTL,4/14/25,G4,AMSMEN,1,8,
OTL,4/14/25,G4,SALCOL,1,5,
OTL,4/14/25,G4,UNK-CAR,1,1,
OTL,4/14/25,G5,Bare,9,,
OTL,4/14/25,G5,Litter,1,,
OTL,4/14/25,G5,AVEBAR,3,4,
OTL,4/14/25,G5,BRODIA,11,2,
OTL,4/14/25,G5,BROHOR,1,5,
OTL,4/14/25,G5,BROMAD,1,5,
OTL,4/14/25,G5,UNK-CAR,1,1,
OTL,4/14/25,G5,PLAERE,3,8,
OTL,4/14/25,G5,TRIHIR,3,2,
OTL,4/14/25,G5,MICCAL,1,6,
OTL,4/14/25,G5,CLAPUR,1,2,
OTL,4/14/25,G5,ELYCAP,1,1,
OTL,4/14/25,G5,HOLVIR,1,1,
OTL,4/14/25,G5,LUPBIC,1,6,
OTL,4/14/25,G5,EROBOT,1,5,
OTL,4/14/25,G5,GALPAR,3,1,
OTL,4/14/25,G6,Bare,2,,
OTL,4/14/25,G6,Litter,0,,
OTL,4/14/25,G6,AVEBAR,5,3,
OTL,4/14/25,G6,BRODIA,5,2,
OTL,4/15/25,C4,BRODIA,11,4,
OTL,4/15/25,C4,BROHOR,4,5,
OTL,4/15/25,C4,MADGRA,8,4,
OTL,4/15/25,C4,TRIHIR,3,1,
OTL,4/15/25,C4,TORARV,5,1,
OTL,4/15/25,C4,VISCAT,4,1,
OTL,4/15/25,C4,EROBOT,3,6,
OTL,4/15/25,C4,CLAPUR,1,4,
OTL,4/15/25,C4,DAUPUS,1,1,
OTL,4/15/25,C4,EPi-1,1,1,
OTL,4/15/25,C4,GERDIS,1,6,
OTL,4/15/25,C5,Bare,10,,
OTL,4/15/25,C5,Litter,4,,
OTL,4/15/25,C5,AVEBAR,7,4,
OTL,4/15/25,C5,BRODIA,6,4,
OTL,4/15/25,C5,BROHOR,4,5,
OTL,4/15/25,C5,EROBOT,3,6,
OTL,4/15/25,C5,VISCAT,3,6,
OTL,4/15/25,C5,TRIHIR,2,4,
OTL,4/15/25,C5,CLAPUR,1,6,
OTL,4/15/25,C5,DAUPUS,1,4,
OTL,4/15/25,C5,TORARV,1,1,
OTL,4/15/25,C5,MADGRA,3,4,
OTL,4/15/25,C5,EPI-1,1,1,
OTL,4/15/25,C6,Bare,6,,
OTL,4/15/25,C6,Litter,8,,
OTL,4/15/25,C6,AVEBAR,25,5,
OTL,4/15/25,C6,BRODIA,7,4,
OTL,4/15/25,C6,BROMAD,2,7,
OTL,4/15/25,C6,BROARE,3,9,
OTL,4/15/25,C6,EROCIC,7,5,
OTL,4/15/25,C6,PHATAN,10,7,
OTL,4/15/25,C6,LUPMIC,2,7,
OTL,4/15/25,C6,MADGRA,1,5,
OTL,4/15/25,C6,ESCCAL,1,5,
OTL,4/15/25,C6,SALCOL,1,2,
OTL,4/15/25,C6,CAUCOU,1,10,
OTL,4/15/25,C6,BROHOR,1,5,
OTL,4/15/25,C6,EPI-1,1,1,
OTL,4/15/25,C7,Bare,25,,
OTL,4/15/25,C7,Litter,12,,
OTL,4/15/25,C7,AVEBAR,18,5,
OTL,4/15/25,C1,Bare,6,,
OTL,4/15/25,C1,Litter,11,,
OTL,4/15/25,C1,AVEBAR,5,5,
OTL,4/15/25,C1,BROHOR,3,5,
OTL,4/15/25,C1,BRODIA,9,2,
OTL,4/15/25,C1,BROMAD,1,6,
OTL,4/15/25,C1,ELYCAP,10,1,
OTL,4/15/25,C1,HOLVIR,6,1,
OTL,4/15/25,C1,TRIHIR,2,4,
OTL,4/15/25,C1,EROBOT,1,6,
OTL,4/15/25,C1,EPI-1,1,1,
OTL,4/15/25,C1,LUPBIC,1,9,
OTL,4/15/25,C1,LACSER,1,1,
OTL,4/15/25,C1,CLAPUR,1,2,
OTL,4/15/25,C1,MICCAL,1,7,
OTL,4/15/25,C2,Bare,40,,
OTL,4/15/25,C2,Litter,25,,
OTL,4/15/25,C2,AVEBAR,8,5,
OTL,4/15/25,C2,AVEFAT,2,6,
OTL,4/15/25,C2,BRODIA,7,8,
OTL,4/15/25,C2,BROHOR,2,5,
OTL,4/15/25,C2,BROMAD,2,6,
OTL,4/15/25,C2,CENMEL,8,2,
OTL,4/15/25,C2,CORFIL,6,1,
OTL,4/15/25,C2,MICCAL,1,7,
OTL,4/15/25,C2,STIPUL,2,4,
OTL,4/15/25,C2,EPI-1,1,1,
OTL,4/15/25,C2,EROCIC,2,5,
OTL,4/15/25,C3,Bare,12,,
OTL,4/15/25,C3,Litter,5,,
OTL,4/15/25,C3,AVEBAR,8,4,
OTL,4/15/25,C3,BROHOR,9,4,
OTL,4/15/25,C3,BRODIA,27,3,
OTL,4/15/25,C3,MADGRA,3,1,
OTL,4/15/25,C3,ESCCAL,2,1,
OTL,4/15/25,C3,DAUPUS,1,1,
OTL,4/15/25,C3,EPI-1,1,1,
OTL,4/15/25,C3,CLAPUR,1,2,
OTL,4/15/25,C3,GALPAR,1,8,
OTL,4/15/25,C3,LASCER,1,1,
OTL,4/15/25,C4,Bare,12,,
OTL,4/15/25,C4,Litter,9,,
OTL,4/15/25,C4,AVEBAR,8,5,
OTL,4/15/25,D2,BROHOR,8,5,
OTL,4/15/25,D2,FROBOT,2,5,
OTL,4/15/25,D2,VISCAT,5,1,
OTL,4/15/25,D2,GERDIS,9,5,
OTL,4/15/25,D2,MADGRA,2,1,
OTL,4/15/25,D2,DAUPUS,1,1,
OTL,4/15/25,D2,EPI-1,1,1,
OTL,4/15/25,D2,TORARV,1,1,
OTL,4/15/25,D2,CLAPUR,1,2,
OTL,4/15/25,D2,LASCER,1,1,
OTL,4/15/25,D2,TRIHIR,1,1,
OTL,4/15/25,D3,Bare,11,,
OTL,4/15/25,D3,Litter,1,,
OTL,4/15/25,D3,AVEBAR,25,5,
OTL,4/15/25,D3,BRODIA,2,4,
OTL,4/15/25,D3,BROARE,3,9,
OTL,4/15/25,D3,BROMAD,2,7,
OTL,4/15/25,D3,LUPMIC,27,6,
OTL,4/15/25,D3,EROCIC,6,5,
OTL,4/15/25,D3,AMSMEN,1,8,
OTL,4/15/25,D3,BROHOR,1,2,
OTL,4/15/25,D3,HYPGLA,2,1,
OTL,4/15/25,D3,EPI-1,1,1,
OTL,4/15/25,D3,ESCCAL,2,1,
OTL,4/15/25,D3,PHATAN,2,8,
OTL,4/15/25,D3,SALCOL,1,4,
OTL,4/15/25,D3,GALPAR,1,2,
OTL,4/15/25,D4,Bare,25,,
OTL,4/15/25,D4,Litter,1,,
OTL,4/15/25,D4,AVEBAR,7,4,
OTL,4/15/25,D4,BROHOR,1,4,
OTL,4/15/25,D4,BRODIA,3,2,
OTL,4/15/25,D4,BROMAD,2,5,
OTL,4/15/25,D4,LUPBIC,7,6,
OTL,4/15/25,D4,TRIHIR,6,2,
OTL,4/15/25,D4,HOLVIR,1,1,
OTL,4/15/25,D4,ELYCAP,6,1,
OTL,4/15/25,D4,CLAPUR,1,1,
OTL,4/15/25,D4,PLAERE,1,7,
OTL,4/15/25,D4,EPI-1,1,1,
OTL,4/15/25,D4,MICCAL,1,6,
OTL,4/15/25,D4,EROBOT,2,4,
OTL,4/15/25,D4,UNK-2,1,"10, 8:58AM",
OTL,4/15/25,C7,BRODIA,9,15,
OTL,4/15/25,C7,BROMAD,2,9,
OTL,4/15/25,C7,BROARE,3,9,
OTL,4/15/25,C7,BROHOR,1,5,
OTL,4/15/25,C7,EROCIC,5,5,
OTL,4/15/25,C7,AMSMEN,1,10,
OTL,4/15/25,C7,EPI-1,1,1,
OTL,4/15/25,C7,PHATAN,2,6,
OTL,4/15/25,C7,GALPAR,1,1,
OTL,4/15/25,C7,LACSER,1,1,
OTL,4/15/25,C7,SALCOL,1,2,
OTL,4/15/25,C7,ESCCAL,1,8,
OTL,4/15/25,C8,Bare,11,,
OTL,4/15/25,C8,Litter,1,,
OTL,4/15/25,C8,AVEBAR,10,4,
OTL,4/15/25,C8,BRODIA,4,3,
OTL,4/15/25,C8,BROHOR,3,3,
OTL,4/15/25,C8,MADGRA,5,1,
OTL,4/15/25,C8,HYPGLA,5,2,
OTL,4/15/25,C8,LACSER,1,1,
OTL,4/15/25,C8,GALPAR,1,5,
OTL,4/15/25,C8,CLAPUR,1,2,
OTL,4/15/25,C8,ESCCAL,9,1,
OTL,4/15/25,C8,DAUPUS,1,1,
OTL,4/15/25,C8,EPI-1,1,1,
OTL,4/15/25,D1,Bare,1,,
OTL,4/15/25,D1,Litter,0,,
OTL,4/15/25,D1,AVEBAR,12,4,
OTL,4/15/25,D1,BRODIA,25,2,
OTL,4/15/25,D1,BROHOR,2,2,
OTL,4/15/25,D1,ESCCAL,12,4,
OTL,4/15/25,D1,PLANOT,5,5,
OTL,4/15/25,D1,EPI-1,1,1,
OTL,4/15/25,D1,GALPAR,5,5,
OTL,4/15/25,D1,DAUPUS,2,1,
OTL,4/15/25,D1,CLAPUR,1,2,
OTL,4/15/25,D1,MADGRA,2,1,
OTL,4/15/25,D1,HYPGLA,1,2,
OTL,4/15/25,D1,AIRCAR,1,2,
OTL,4/15/25,D2,Bare,3,,
OTL,4/15/25,D2,Litter,0,,
OTL,4/15/25,D2,AVEBAR,5,4,
OTL,4/15/25,D2,BRODIA,10,2,
OTL,4/15/25,D8,Bare,20,,
OTL,4/15/25,D8,Litter,3,,
OTL,4/15/25,D8,AVEBAR,2,5,
OTL,4/15/25,D8,AVEFAT,2,5,
OTL,4/15/25,D8,BRODIA,3,5,
OTL,4/15/25,D8,BROHOR,4,5,
OTL,4/15/25,D8,BROMAD,0,,
OTL,4/15/25,D8,STIPUL,10,4,
OTL,4/15/25,D8,ESCCAL,1,1,
OTL,4/15/25,D8,CORFIL,25,1,
OTL,4/15/25,D8,EPI-1,1,1,
OTL,4/15/25,D8,CENMEL,1,1,
OTL,4/15/25,D8,MICCAL,1,6,
OTL,4/15/25,A1,Bare,12,,
OTL,4/15/25,A1,Litter,8,,
OTL,4/15/25,A1,AVEBAR,20,4,
OTL,4/15/25,A1,BRODIA,8,2,
OTL,4/15/25,A1,BROHOR,5,4,
OTL,4/15/25,A1,CLAPUR,1,6,
OTL,4/15/25,A1,PLATNOT,1,6,
OTL,4/15/25,A1,MADGRA,10,1,
OTL,4/15/25,A1,EPI-1,1,1,
OTL,4/15/25,A1,HYPGLA,7,4,
OTL,4/15/25,A1,ESCCAL,1,1,
OTL,4/15/25,A1,GALPAR,2,4,
OTL,4/15/25,A1,DAUPUS,1,1,
OTL,4/15/25,A1,ELYCAP,1,2,
OTL,4/15/25,A1,LACSER,1,1,
OTL,4/15/25,A2,Bare,20,,
OTL,4/15/25,A2,Litter,15,,
OTL,4/15/25,A2,AVEBAR,7,5,
OTL,4/15/25,A2,BRODIA,2,5,
OTL,4/15/25,A2,BROMAD,3,9,
OTL,4/15/25,A2,BROARE,7,10,
OTL,4/15/25,A2,EROCIC,10,5,
OTL,4/15/25,A2,SALCOL,1,8,
OTL,4/15/25,A2,EPI-1,1,1,
OTL,4/15/25,A2,PHATAN,1,9,
OTL,4/15/25,A2,BROHOR,1,5,
OTL,4/15/25,A2,LACSER,1,1,
OTL,4/15/25,A2,AMSMEN,1,10,
OTL,4/15/25,A2,MADGRA,2,1,
OTL,4/15/25,A2,HYPGLA,1,5,
OTL,4/15/25,D5,Bare,6,,
OTL,4/15/25,D5,Litter,2,,
OTL,4/15/25,D5,AVEBAR,4,4,
OTL,4/15/25,D5,BROMAD,3,6,
OTL,4/15/25,D5,BRODIA,8,5,
OTL,4/15/25,D5,BROARE,5,8,
OTL,4/15/25,D5,EROCIC,10,5,
OTL,4/15/25,D5,LUPMIC,15,6,
OTL,4/15/25,D5,AMSMEN,1,6,
OTL,4/15/25,D5,ESCCAL,3,1,
OTL,4/15/25,D5,EPI-1,1,1,
OTL,4/15/25,D5,BROHOR,1,2,
OTL,4/15/25,D5,UNK-2,1,1,
OTL,4/15/25,D5,PHATAN,1,8,
OTL,4/15/25,D5,LUPSUC,1,"1, arrested fls",
OTL,4/15/25,D5,SALCOL,1,5,
OTL,4/15/25,D6,Bare,10,,
OTL,4/15/25,D6,Litter,2,,
OTL,4/15/25,D6,AVEBAR,10,,
OTL,4/15/25,D6,BRODIA,3,3,
OTL,4/15/25,D6,BROHOR,4,4,
OTL,4/15/25,D6,VISCAT,15,1,
OTL,4/15/25,D6,CLAPUR,2,4,
OTL,4/15/25,D6,TRIHIR,1,1,
OTL,4/15/25,D6,GERDIS,1,6,
OTL,4/15/25,D6,EROBOT,2,5,
OTL,4/15/25,D6,EPI-1,1,1,
OTL,4/15/25,D6,UNK-2,1,1,
OTL,4/15/25,D6,DAUPUS,1,1,
OTL,4/15/25,D6,TORARV,3,1,
OTL,4/15/25,D6,MADGRA,1,1,
OTL,4/15/25,D7,Bare,8,,
OTL,4/15/25,D7,Litter,2,,
OTL,4/15/25,D7,AVEFAT,4,5,
OTL,4/15/25,D7,AVEBAR,5,5,
OTL,4/15/25,D7,BROHOR,2,5,
OTL,4/15/25,D7,BRODIA,25,6,
OTL,4/15/25,D7,BROMAD,1,5,
OTL,4/15/25,D7,CORFIL,6,1,
OTL,4/15/25,D7,STIPUL,4,4,
OTL,4/15/25,D7,CENMEL,2,1,
OTL,4/15/25,D7,LACSER,1,1,
OTL,4/15/25,D7,EPI-1,1,1,
OTL,4/15/25,D7,ESCCAL,2,1,
OTL,4/15/25,D7,EROCIC,1,5,
OTL,4/15/25,D7,MICCAL,1,7,
OTL,4/15/25,A6,BRODIA,25,8,
OTL,4/15/25,A6,CENMEL,1,2,
OTL,4/15/25,A6,CORFIL,10,1,
OTL,4/15/25,A6,EPI-1,1,1,
OTL,4/15/25,A6,STIPUL,4,5,
OTL,4/15/25,A6,MICCAL,1,9,
OTL,4/15/25,A7,Bare,6,,
OTL,4/15/25,A7,Litter,25,,
OTL,4/15/25,A7,Bindweed,1,,
OTL,4/15/25,A7,AVEFAT,1,10,
OTL,4/15/25,A7,BRODIA,30,7,
OTL,4/15/25,A7,BROHOR,1,5,
OTL,4/15/25,A7,BROMAD,1,8,
OTL,4/15/25,A7,STIPUL,4,4,
OTL,4/15/25,A7,CORFIL,15,1,
OTL,4/15/25,A7,CENMEL,2,2,
OTL,4/15/25,A7,EPI-1,1,1,
OTL,4/15/25,A8,Bare,13,,
OTL,4/15/25,A8,Litter,5,,
OTL,4/15/25,A8,AVEBAR,8,5,
OTL,4/15/25,A8,BROHOR,4,5,
OTL,4/15/25,A8,BROMAD,2,5,
OTL,4/15/25,A8,BRODIA,5,5,
OTL,4/15/25,A8,MICCAL,1,7,
OTL,4/15/25,A8,TRIHIR,1,5,
OTL,4/15/25,A8,LUPBIC,4,6,
OTL,4/15/25,A8,CLAPUR,1,2,
OTL,4/15/25,A8,HOLVIR,4,1,
OTL,4/15/25,A8,EPI-1,1,1,
OTL,4/15/25,A8,PLAERE,1,9,
OTL,4/15/25,A8,EROBOT,3,5,
OTL,4/15/25,A8,ELYCAP,12,2,
OTL,4/15/25,A8,LACSER,1,1,
OTL,4/15/25,A8,HYPGLA,2,1,
OTL,4/15/25,H1,Bare,20,,
OTL,4/15/25,H1,Litter,8,,
OTL,4/15/25,H1,AVEBAR,1,5,
OTL,4/15/25,H1,BRODIA,10,5,
OTL,4/15/25,H1,BROHOR,2,5,
OTL,4/15/25,H1,BROMAD,4,8,
OTL,4/15/25,H1,MICCAL,2,7,
OTL,4/15/25,H1,CORFIL,6,1,
OTL,4/15/25,H1,CENMEL,1,1,
OTL,4/15/25,A3,Bare,30,,
OTL,4/15/25,A3,Litter,5,,
OTL,4/15/25,A3,AVEBAR,12,4,
OTL,4/15/25,A3,BRODIA,2,2,
OTL,4/15/25,A3,BROHOR,1,5,
OTL,4/15/25,A3,EROBOT,3,6,
OTL,4/15/25,A3,VISCAT,2,1,
OTL,4/15/25,A3,MADGRA,5,2,
OTL,4/15/25,A3,DAUPUS,1,1,
OTL,4/15/25,A3,EPI-1,1,1,
OTL,4/15/25,A3,HYPGLA,1,1,
OTL,4/15/25,A3,LACSER,1,1,
OTL,4/15/25,A3,CLAPUR,1,5,
OTL,4/15/25,A4,Bare,30,,
OTL,4/15/25,A4,Litter,20,,
OTL,4/15/25,A4,AVEBAR,12,5,
OTL,4/15/25,A4,BRODIA,4,5,
OTL,4/15/25,A4,BROARE,6,10,
OTL,4/15/25,A4,BROMAD,2,10,
OTL,4/15/25,A4,AMSMEN,3,10,
OTL,4/15/25,A4,EPI-1,1,1,
OTL,4/15/25,A4,EROCIC,2,5,
OTL,4/15/25,A4,LACSER,1,1,
OTL,4/15/25,A4,BROHOR,1,5,
OTL,4/15/25,A4,SALCOL,1,4,
OTL,4/15/25,A5,Bare,25,,
OTL,4/15/25,A5,Litter,10,,
OTL,4/15/25,A5,AVEBAR,12,4,
OTL,4/15/25,A5,BROHOR,2,6,
OTL,4/15/25,A5,BRODIA,4,2,
OTL,4/15/25,A5,BROMAD,2,5,
OTL,4/15/25,A5,PLAERE,1,10,
OTL,4/15/25,A5,HOLVIR,2,1,
OTL,4/15/25,A5,EPI-1,1,1,
OTL,4/15/25,A5,CLAPUR,2,5,
OTL,4/15/25,A5,ELYCAP,4,1,
OTL,4/15/25,A5,TRIHIR,1,1,
OTL,4/15/25,A5,LACSER,1,1,
OTL,4/15/25,A6,Bare,25,,
OTL,4/15/25,A6,Litter,25,,
OTL,4/15/25,A6,AVEBAR,1,5,
OTL,4/15/25,A6,BROHOR,1,6,
OTL,4/15/25,A6,BROMAD,2,8,
OTL,4/15/25,H5,Bare,2,,
OTL,4/15/25,H5,Litter,0,,
OTL,4/15/25,H5,AVEBAR,4,4,
OTL,4/15/25,H5,BRODIA,5,3,
OTL,4/15/25,H5,BROHOR,2,4,
OTL,4/15/25,H5,VISCAT,20,1,
OTL,4/15/25,H5,TORARV,10,1,
OTL,4/15/25,H5,CLAPUR,1,4,
OTL,4/15/25,H5,LUPBIC,3,5,
OTL,4/15/25,H5,GERDIS,2,8,
OTL,4/15/25,H5,TRIHIR,11,2,
OTL,4/15/25,H5,UNK-CAR,6,1,
OTL,4/15/25,H5,MADGRA,10,2,
OTL,4/15/25,H5,DAUPUS,1,1,
OTL,4/15/25,H5,EPI-1,1,1,
OTL,4/15/25,H5,EROBOT,2,5,
OTL,4/15/25,H6,Bare,1,,
OTL,4/15/25,H6,Litter,0,,
OTL,4/15/25,H6,AVEBAR,3,3,
OTL,4/15/25,H6,BRODIA,4,2,
OTL,4/15/25,H6,BROHOR,2,4,
OTL,4/15/25,H6,HYPGLA,25,2,
OTL,4/15/25,H6,UNK-CARE,4,1,
OTL,4/15/25,H6,ESCCAL,25,4,
OTL,4/15/25,H6,MADGRA,3,3,
OTL,4/15/25,H6,CLAPUR,1,2,
OTL,4/15/25,H6,AIRCAR,1,2,
OTL,4/15/25,H6,GALPAR,1,1,
OTL,4/15/25,H6,DAUPUS,1,1,
OTL,4/15/25,H6,DANCAL,1,1,
OTL,4/15/25,H6,SANBIP,1,1,
OTL,4/15/25,H6,EPI-1,1,1,
OTL,4/15/25,H7,Bare,7,,
OTL,4/15/25,H7,Litter,0,,
OTL,4/15/25,H7,AVEBAR,1,5,
OTL,4/15/25,H7,BRODIA,4,2,
OTL,4/15/25,H7,BROHOR,2,5,
OTL,4/15/25,H7,BROMAD,1,5,
OTL,4/15/25,H7,PLAERE,5,6,
OTL,4/15/25,H7,EROBOT,10,5,
OTL,4/15/25,H7,LUPBIC,4,6,
OTL,4/15/25,H7,CLAPUR,2,2,
OTL,4/15/25,H7,HOLVIR,7,1,
OTL,4/15/25,H7,TRIHIR,1,2,
OTL,4/15/25,H7,ELYCAP,0,,
OTL,4/15/25,H7,MICCAL,1,6,
OTL,4/15/25,H7,UNK-CAR 1,3,1,
OTL,4/15/25,H1,EROCIC,1,8,
OTL,4/15/25,H1,STIPUL,3,2,
OTL,4/15/25,H2,Bare,10,,
OTL,4/15/25,H2,Litter,2,,
OTL,4/15/25,H2,AVEBAR,3,4,
OTL,4/15/25,H2,BRODIA,4,4,
OTL,4/15/25,H2,BROHOR,7,3,
OTL,4/15/25,H2,ESCCAL,18,5,
OTL,4/15/25,H2,LACSER,1,1,
OTL,4/15/25,H2,HYPGLA,2,3,
OTL,4/15/25,H2,SANBIP,1,1,
OTL,4/15/25,H2,MADGRA,2,1,
OTL,4/15/25,H2,DAUPUS,2,1,
